message,message_length,hour_published,num_likes,num_comments,num_shares,published,year_published,month_published,page
"พ่อจ๋าแม่จ๋า 

เวลาเราไปซื้อของตามห้างร้านต่างๆ อย่าลืมว่าถุงพลาสติกที่เราใช้กันแบบไม่ยั้งเนี่ย ใช้เสร็จแล้วก็ขยำๆทิ้งเนี่ย มันเป็นขยะประเภทย่อยสลายยากนะจ๊ะ อย่างหนูเนี่ยเป็นประเภทขยะเปียก โดนน้ำตาของผู้หญิงสวยๆ หัวใจหนูก็ยุ่ยละลายไป

แต่พวกถุงหิ้วพลาสติคเนี่ยกว่าจะย่อยสลายได้ต้องใช้เวลาหลายปี บางทีเป็นสิบปี ไม่ใช่แค่ลูกบวช บางคนลูกบวชเสร็จแปลงเพศมีผัวไปแล้วก็แล้วก็ยังไม่ย่อยสลายเลย
 หนูเลยอยากจะชวนพ่อจ๋าแม่จ๋า มาลดการใช้ถุงพลาสติกด้วยกัน จะใช้ถุงผ้า ถุงยีนส์ ถุงทราย ถุงยาง(พารา) แทนก็จะดีมากนะ หรือจะหัดมาใช้ชะลอมแบบหนูก็ได้นะ เน้นการโชว์ของเราไปด้วย

และทุกๆ วันพุธ 
ถ้าพ่อจ๋าแม่จ๋าไปช็อปปิ้งที่เทสโก้โลตัส โดยไม่รับถุงพลาสติก เค้าจะแถมแต้ม Club Card ให้ตั้ง 150 แต้มเลยนะจ๊ะ

มาเถอะ มาช่วยกันคนละไม้คนละมือ ลดการใช้ถุงพลาสติกกัน ก่อนที่ขยะจะท่วมพวกเราตายกันหมด 5555555555",779,2,10025,281,52,2016-07-12 02:03:25.000000 UTC,2016,7,ejeab
อุ๊ต่ะ !!!!,11,3,17487,621,903,2016-07-12 03:54:03.000000 UTC,2016,7,ejeab
"ชื่อเฟซใคร มี ท ทหาร สามตัว

เม้นมาในโพสนี้ เดี๋ยวสุ่มแจก ถุงผ้าอีเจี๊ยบ 1 ใบ

อย่าเสือกอินบ๊อกซ์มาล่ะ จะด่าให้แคมกระพือเลยอีดอก บอกไม่จำ",137,0,11325,1043,10,2016-07-14 00:14:41.000000 UTC,2016,7,ejeab
"เจอข่าว หดหู แต่เช้า

เอาตุ๊กตาวูดูมาเล่นดีก่า",46,21,13773,305,4,2016-07-14 21:57:45.000000 UTC,2016,7,ejeab
"ล่าสุดคือยังคืนความสุขไม่สำเร็จนะครับ ประธานาธิปดีรอดไปได้และกำลังปลุกประชาชนขึ้นมาสู้ ไม่ยอมแพ้ง่ายๆ

ตามถนนหนทางก็มีรถถังประจำเป็นจุดๆ คนไทยคงไม่ค่อยเคยเห็น อาจจะแปลกตาไปบ้าง

วิทยุโทรทัศน์อินเตอร์เนตโดนตัดไปบางส่วน ใครที่มีญาติพี่น้อง เพื่อนฝูงอยู่ที่นั่นก็ใจเย็นๆนะ อาจจะติดต่อยากหน่อย ให้อยู่แต่ในที่พักอาศัย สถานการณ์ยังอันตรายมาก

#คสต #คืนความสุขให้ตุรกี",362,20,17777,403,345,2016-07-15 20:40:08.000000 UTC,2016,7,ejeab
"อุ๊ต่ะ !!!!!

ตั้งราคาเท่าไหร่ดีวะ ปวดหัวมาก

ผืนละ 1500 แพงไปไม๊วะ

ใช้ผ้าหมอยจากแคชเมียร์แท้ๆเลยนะ",100,6,15246,1097,9,2016-07-16 06:37:27.000000 UTC,2016,7,ejeab
"เป็นวัยรุ่นสมัยนี้คิดจะทำอะไรต้องกล้า 
จะรักใครก็ต้องกล้าบอกนะเว้ย อย่าไปอาย เราต้องด้านเข้าไว้ เดี๋ยวหมาจะคาบไปแดก แล้วสุดท้ายต้องมานั่งเหงาแบบคนแก่บางคนที่นั่งอ่านอยู่ตอนนี้  55555555555 วันหยุดยาวก็ไม่ได้มีแฟนอยู่ด้วย อยู่อย่างเหงาๆ แฟนไม่มี เพื่อนก็ไม่คบ เพราะมัวแต่ป๊อด 

ดูอย่างกูนี่ กูเป็นคนเปิดเผย กล้าพูด กล้าทำ กล้าอม คติประจำใจของกูคือ ศูนย์หน้าอาชีพ มีจังหวะยิงต้องยิง เข้าไม่เข้ายิงแม่งไว้ก่อน ยิงแม่งไปวันละ 100 - 200 ครั้ง แม่งต้องมีผีบังตาโกลเข้าสักลูกล่ะวะ
5555555555555555555555555555555
 #คิดแล้วลุยเลย 

ส่วนอีก 9 ข้อคืออะไร อยากรู้ มึงไปดูเองตามลิ้งค์นี้นะจ๊ะ 

www.facebook.com/MountainDewThailand/videos/911335288993022/",643,2,6944,183,16,2016-07-17 02:09:40.000000 UTC,2016,7,ejeab
"วันหยุดยาวต่ออีก 3 วัน  จันทร์ คาร พุธ
ขอให้พักผ่อนนอนเล่นอย่างเพลิดเพลินนะ 
หรือไปเที่ยวไหนก็ขอให้ สนุก สนา.... อะไรนะ ต้องทำงานเหรอ คนอื่นเค้าหยุดกัน เธอไม่ได้หยุดเหรอ 

555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555",331,19,28297,1258,431,2016-07-17 19:32:46.000000 UTC,2016,7,ejeab
"เฮ้ยยย พวกเรา ไอ้นี่มันไม่ใช่ไก่ มันเป็น""เป็ด"" ปลอมตัวมานี่หว่า

กู่ดดดดดดมอนิ่ง!!!!!

แฮปปี้ ลอง วีคเอนดึ นะจ๊ะ <3",115,20,27188,633,20,2016-07-18 20:27:13.000000 UTC,2016,7,ejeab
"สิบเอ็ดโมงกงนะ หมวกอีเจี๊ยบ 1 ใบ เน้นๆ
เขี่ยดากสองที เป็นที่รู้กัน

ใครหาว่าไม่บอกล่วงหน้าจะด่าให้ยับ อีดอก

รักนะจุ๊ฟๆ",119,22,10455,501,6,2016-07-18 22:01:23.000000 UTC,2016,7,ejeab
"ออกจาก มิลาโน่ ก็ตีเครื่องยิงตรงมา Megabangna เลย แบบวันหยุดเพจไงมึ้ง ห้าวัน ไม่รู้จะได้แรดยาวๆแบบนี้อีกมะไหร่ เอาซะให้คุ้ม เดินเพลินมากที่นี่

นี่ก็ซื้อของมาเยอะๆแยะ ถามว่ามีของตัวเองสักชิ้นไม๊ ไม่มี๊(เสียงสูงจนผิดสังเกต) ของลูกเพจทั้งน้านนนนนนนน 

เพราะกะว่าอาทิตย์หน้า กะว่าจะเลือกแต่ลูกเพจที่ หน้าอกใหญ่ๆ พูดเพราะๆ ไม่ด่าแอดมิน ชื่นชมทุกอย่างที่เราทำ Tack Tire Round ด้วย Farm Zoo Puff (สระอวยนี่หายากชิบหาย 55555555)

ได้ของมาบานเลย บอกไว้ตรงนี้ อาทิตย์หน้าพลาดแล้วจะเสียจายยยยยย",484,2,10748,341,7,2016-07-20 02:48:03.000000 UTC,2016,7,ejeab
"ฝนตก ตื่นสาย โดดงานแม่งเลย 55555555

มาเอาผ้าบัฟ ไปหลอกขายลูกเพจก่า

เปิดราคาผืนละ 2500 มีหมูมาซื้อห้าผืนก็สบายและเดือนนี้ ไม่ง้อไอ้หัวล้าน ลาออกมาขายของ สบาย

ใครพร้อมโอน ไม่ต้องอินบ็อกซ์มา ลงชื่อจองไว้ในเม้น

รักเราไม๊ ถามจริง",228,21,11985,1982,8,2016-07-20 21:54:41.000000 UTC,2016,7,ejeab
"ท่านที่ต้องการ ผ้าบัฟอีเจี๊ยบ 
ปิดรับจองแล้วนะครับ หยุดโอนเงินเข้ามาได้แล้ว จองหมดแล้วนะครับ
ทางเพจทำขึ้นมาขายแบบลิมิแตด 10 ผืน ผืนละ2500 บาท หมดแล้วหมดเลยนะครับ

หยุดโอนเงินเข้ามาได้แล้วนะครับ ไม่มีของแล้ว หมดทั้งสีขาว สีม่วง สีเหย

ขอบคุณครับ",244,0,8368,798,7,2016-07-21 00:16:38.000000 UTC,2016,7,ejeab
ภาพหลุด อีเจี๊ยบหื่น กะจะปี้ปิ๊กาจู รีบลบก่อนโดนเซฟ,51,1,21187,742,21,2016-07-22 01:31:56.000000 UTC,2016,7,ejeab
คุณค่าที่ส้นตีนท่านคู่ควร :),28,0,35694,1341,31,2016-07-23 00:16:32.000000 UTC,2016,7,ejeab
"จำได้ว่าคลิปนี้ต้นทางน่าจะเป็นที่พี่กอล์ฟฟักกลิ้งเขียนเรื่องเกี่ยวกับภรรยาที่เป็นแม่บ้าน ว่าแม่งไม่ง่ายนะโว้ย ไอ้พวกผู้ชายที่ชอบพูดนักพูดหนาว่า กูเป็นคนหาเงินนะ กูเป็นหัวหน้าครอบครัวนะ กูต้องเป็นผู้นำสิ

อยากให้ลองมาทำหน้าที่ของคุณแม่บ้าน และยิ่งแม่บ้านที่มีลูก บางคนหนักกว่า มีลูกสอง ลูกสาม ไอ้พวกที่บริหารบริษัทพันล้าน ดูแลพนักงานเป็นร้อยๆ มึงลองมาทำแบบที่เมียมึงทำทุกวัน ที่มึงคิดว่าจะมีอะไรวะเลี้ยงลูกอยู่บ้าน สบายๆ

เห็นไม่เกินครึ่งวัน ร้องเป็นแมวทุกราย 555555555
อยากให้ได้ดูกัน โดยเฉพาะอย่างยิ่ง ท่านผู้ชาย ทั้งหลาย

ไม่มีใครมันเหนื่อยมาก เหนื่อยน้อย สำคัญมาก สำคัญน้อยกว่ากันหรอกครับ พ่อแม่ลูก มันคือทีมงานเดียวกัน สำคัญเท่าๆกัน 

ก่อนแต่งงาน ความรักอาจสำคัญที่สุดครับผมไม่เถียง
แต่หลังแต่งงาน ที่สำคัญกว่าความรัก คือ ความอดทน และ ให้อภัยครับ

คุณพ่อบ้านทั้งหลาย รักเมียมากๆนะ

#LifeSwap",795,2,9797,239,0,2016-07-23 02:11:15.000000 UTC,2016,7,ejeab
"มาพบปะประชาชน ที่พุทธมณฑลจิรา เอาผ้าบัฟมาเผื่อ 2 ผืน เผื่อใครอยากได้

เจอผู้ชายหน้าตาเหมือนอนันดา เอฟเวอรี่เดย์ ขี่เฟสสันมีตะกร้าหน้า ขอได้เลย พร้อมลายเซ็น",155,18,12824,403,2,2016-07-23 18:16:09.000000 UTC,2016,7,ejeab
"ผ้าบัฟ อีเจี๊ยบไบค์ สำหรับนักขี่จั๊กยาน ขี่รถเครื่อง 
ถักทอจากขนมอยนกเหงือกที่บาดเจ็บบินมาตกอยู่หลังเพจ ทีมทนายเลยเอามารักษา ไม่ได้ครอบครองนะ ช่วยชีวิตมันเฉยๆ มันสำนึกบุญคุณ เลยมอบขนอุยมาให้ถักทอทำผ้าบัฟหลอกขายลูกเพจ

ไม่ต้องอินบ็อกซ์มา ยังไม่ขาย
 เปิดให้จองอาทิตย์หน้า!!!!!

เปิดราคาผืนละ 25000
ซื้อเป็นแพค  2 ผืน ขาย 70000 อย่า งงว่าทำไมซื้อสองผืนแพงกว่า กูพอใจตั้งราคานี้ กูอินดี้

ไม่มีเงิน ไม่ง้อ เพจนี้เน้นคนมีกะตัง

แต่เดี๋ยวก่อน !!!!
ไม่มีอะไรกูเรียกเล่นๆ ไม่ได้ แถมอะไรหรอก

ปล. จักยานสวยเนอะ ไม่ขาย ให้ดูเฉยๆ",518,23,11203,632,8,2016-07-23 23:04:25.000000 UTC,2016,7,ejeab
Pogaymoy Go to Hell !!!!,24,2,49865,1523,248,2016-07-25 02:32:54.000000 UTC,2016,7,ejeab
"ตื่นเช้าๆ มาออกกำลังกายกันดีก่า 

ไม่เน้นกล้ามเนื้อ ไม่เน้นเผาผลาญ เราพวกสายแฟชั่น 555555

มอนิ่งงงงงงงงงงงง",108,17,16435,539,25,2016-07-25 17:53:47.000000 UTC,2016,7,ejeab
"กว่าจะได้มา เหนื่อยมาก วันนี้

ถึงขนาดต้องลงไปนั่งคุกเข่า ตะโกนกร้าว 
""ผมจะนั่งตรงนี้จนกว่า จะได้มาแจกลูกเพจของผม ""

เลยได้มาเรือนนึง 

ไม่ต้องขอบคุณเรามาก ไม่ไรหรอก เรารักพวกเธอ ถ้าทำแล้วพวกเธอมีความสุข เหนื่อยแค่ไหนเราก็จะทำ
จบนะ",231,5,14719,1185,11,2016-07-27 05:38:34.000000 UTC,2016,7,ejeab
ซื้อปลาลิ้นหมา มาทำอาหารเย็น,28,6,35314,500,170,2016-07-28 06:23:30.000000 UTC,2016,7,ejeab
แกงกะหรี๊ *เสียงสูง*,20,13,31671,818,171,2016-07-28 13:30:29.000000 UTC,2016,7,ejeab
"คำถามน่าสนใจจากทางบ้าน อันนี้พอเคยอ่านเกี่ยวกับรากศัพท์ของคำๆนี้มาบ้างเลยเอามาลงเพจซะหน่อย คำว่า กะหรี่ ที่หมายถึง ผงแกง กับ กะหรี่ที่หมายถึงหญิงขายบริการทางเพศ ที่ใช้กันผสมปนเปอย่างที่เห็นในปัจจุบัน จริงๆแล้วรากศัพท์มาจากคนละคำกันเลย

กะหรี่ ที่แปลว่าผงแกง รากศัพท์มาจากคำว่า กริ ในภาษาทมิฬ แปลว่า ข้น หรือซอส ที่ต่อมาใช้ในความหมายถึงเครื่องแกงที่ประกอบด้วยขมิ้นและเครื่องเทศอื่นๆ

ส่วนกะหรี่ ที่หมายถึง ญ ขายบริการทางเพศ รากศัพท์อันนี้ ต้องย้อนไปแถวพาหุรัดเมื่อหลายสิบปีก่อน ตอนนั้นมีชนชาติแขกมาค้าขายในบ้านเราแถบพาหุรัดกันเยอะ (ทุกวันนี้ก็ยังเยอะอยู่นะ) แล้วพวกซ่องในยุคนั้น เขาต้องการเรียกแขกเข้าร้าน ก็เลยขึ้นป้ายว่า ""โฉกรี หรือ โฉกาฬี"" ที่แปลว่า เด็กผู้หญิงในภาษาฮินดี เพื่อบอกแขกว่า ร้านนี้มีเด็กเอ๊าะๆให้ออฟนะนายจ๋า 

แล้วใช้กันไปใช้กันมา คำนี้ก็แผลงเป็น ช็อคการี และกลายเป็น กะหรี่ ในที่สุด

ดูๆแล้วก็สนุกดีนะที่มาที่ไปของคำไทยแต่ละคำเนี่ย",848,6,3318,83,146,2016-07-29 06:56:23.000000 UTC,2016,7,dramaadd
"มอนิ่ง
วงเล็บมาว่า วันเสาร์ วันหยุดสุดหรรษา
ไม่มีอะไรให้หรอก  
Knock Jack Farm Luck rare Farm  Jinx shine

55555555555555555

รักนะ จุ๊ฟๆ",137,21,13236,682,5,2016-07-29 21:04:51.000000 UTC,2016,7,ejeab
"วันหยุด อากาศดีๆแบบนี้ เรามาทำขนมทานเล่นกันฮะ
 ทำแล้วอย่าลืมเอามาแบ่งปันกันเน่อ

เดบิท https://www.doctor.or.th/article/detail/1431",131,0,991,24,9,2016-07-30 00:01:26.000000 UTC,2016,7,dramaadd
"ขุ่นพระ!!!!!!
อีเจี๊ยบ กัดเด็กจนตายแล้วลากลงไปกินในน้ำ",54,3,39633,885,37,2016-07-30 03:31:12.000000 UTC,2016,7,ejeab
"สาธุ _/\_ ประดิษฐ์

เดี๋ยวๆๆๆๆๆๆ อีดอก ไม่ใช่หวย 55555555

กูมาซื้อเกง อีดอก 
หวยขึ้นตะหมองแล้วพวกมึงอ่ะ",104,2,12354,657,52,2016-07-31 02:20:33.000000 UTC,2016,7,ejeab
"ครับ...หมอพยาบาลเข้าเวรดึกนอนได้ครับ
 ตื่นเช้าก็ไปทำงานต่อ ไม่มีใครถ่างตาทั้งคืนฮะ",82,9,14359,502,642,2016-07-31 09:50:37.000000 UTC,2016,7,dramaadd
"วันนี้เป็นวันครบรอบ 2 ปี๋
เพจ
อีเจี๊ยบ เลียบด่วน Young Cow Zoo Pity 3
ขอขอบคุณทุกท่าน ที่ได้ติดตาม ได้ไลค์ ได้แชร์ ได้เม้น หรือไม่ได้ทำส้นตีนอะไรเลย รอแม่งแต่ของแจกอย่างเดียว
ขอขอบคุณทุกท่านที่ ทั้งด่าและทั้งสาปแช่ง 555555 คนชมไม่ค่อยมีนะ คนพูดดีๆในเพจนี้ มีน้อยเหมือนหมอยหมา

ทางผม อีเจี๊ยบจึงขอ แสดงการขอบคุณทุกท่าน อย่างยิ่งใหญ่ ให้สมกับเพจหลักล้าน โดยการ
หยุดเพจ 1 วัน
จึงเรียนมาเพื่อทราบ ไม่ทราบก็เรื่องมึ้ง โง่เอง :)",422,20,35408,1633,43,2016-07-31 20:09:19.000000 UTC,2016,7,ejeab
"เจี๊ยบ ตีเป็น จ จ เจ็ด
ครบ2 ปี ตีเป็น สอง
ขึ้นปีที่3 ตีเป็น สาม

หัวโพ่งไม่ต้องตี ตีแล้วแกเจ็บ มันบาป",101,21,19818,1015,37,2016-07-31 21:41:10.000000 UTC,2016,7,ejeab
"ลูกเพจที่สั้่งจองผ้าบัฟ และโอนเงิน เข้ามาแล้ว 45000 บาท เริ่มทยอยได้รับของแล้วนะครับ

ท่านที่รอเปิดจองรอบสอง กำลังดูอยู่ว่าจะตั้งราคาเท่าไหร่ดี เพราะหลายคนบอกว่า 45000 ถูกไป ใครๆก็ซื้อได้ ไม่ชอบ อยากได้ของแบบพรีเมี่ยม ไฮเอนด์
ขอทีมงานการตลาดไท ประชุมกันอีกทีนะครับ

ทุกคนที่ได้รับไปแล้ว พอใจกับสินค้ามากๆ พูดกันเป็นเสียงเดียวว่า ผ้าบัฟราคานี้ คุณภาพแบบนี้ เพจดังขนาดนี้ ถือว่าถูกมากๆ

ขอบคุณครับ",395,3,8606,488,8,2016-08-01 03:13:26.000000 UTC,2016,8,ejeab
"สำหรับคนที่อยากออกกำลังกายให้สุขภาพดี หรือเพื่อลดความอ้วน
สิ่งสำคัญที่ขาดไม่ได้เลยคือ ความรู้ในการออกกำลังกาย ว่ะครับ
ควรวิ่งยังไง เพซ ชีพจร ระดับไหน เลือกรองเท้าวิ่งยังไงดี วิ่งวันละกี่ชั่วโมงดี ถ้าบาดเจ็บที่ฝ่าเท้าข้อเท้า ควรทำไง บลาๆ ไรงี้

แนะนำให้อ่านหนังสือที่วางกองอยู่ในภาพครับ อันนี้ของดีจริง
โดยเฉพาะไอ้นิตยสาร sook ที่ สสส สนับสนุนนี่เล่มนี้ถูกมาก 
เนื้อหาก็เข้าใจง่ายดีมาก ลองไปหาอ่านกันดูนะฮะ",405,5,688,12,16,2016-08-01 05:42:20.000000 UTC,2016,8,dramaadd
"มิตรสหายท่านหนึ่งกล่าวถึงดราม่า การ์ตูน แม่วัยใส ว่า
ตัวละครในการ์ตูนทำอะไรไม่ถูกใจคนอ่านมันก็เรื่องธรรมดา 
มันจะได้มีประเด็นให้เดินเรื่องต่อได้

เหมือนเรื่อง Re:Zero ที่คนเชียร์ให้พระเอกแม่งลงเอยกับเรม (นางเอก)
กันทั่วบ้านทั่วเมือง แต่จนแล้วจนรอดไอ้ควายนี่ก็ยังเลือกเอมิเลียอยู่ดีนั่นแหละ

ปล.เรื่องนี้มันหาดูจากไหนวะ ภาพสวยดี crunchyroll มีมะ

เดบิทภาพจาก https://wall.alphacoders.com/tags.php?tid=49773",405,6,1060,135,65,2016-08-01 06:39:24.000000 UTC,2016,8,dramaadd
"อืม น่าสนใจว่าตำรวจคนที่มันอ้างอิงถึงนี่คือใครกันวะ

ที่เหลือสนใจไปดูที่เพจโหลกแดงครัช",86,7,918,38,2,2016-08-01 07:24:38.000000 UTC,2016,8,dramaadd
จะได้ไม่ตกเป็นเหยื่อให้คนสมน้ำหน้ากันง่ายๆ,42,13,5888,154,1350,2016-08-01 13:06:37.000000 UTC,2016,8,dramaadd
"O-gas D ของท่านมาถึงแล้ว
ผ้าบัฟพรีเมี่ยม ราคาผืนละ 45000  หลุดจองมาหนึ่งผืน

กติกา

เม้นมาในโพสนี้เท่านั้น
ให้ท่านตั้งชื่อเล่นของ ผญ ในภาพ ท่านคิดว่าหนังหน้าเบอร์นี้ เหง้าหน้าแบบนี้ ควรจะชื่ออะไร

ชื่อไหนทำให้กูขำ และตอบกลับว่า อินบ็อกซ์มาด่วน ได้ เอาไปเลย ผ้าบัฟแบบอีนี่ใส่ ราคา 45000 หนึ่งผืน ส่งถึงบ้าน

ไม่ต้องรีบ ค่อยๆคิด มีเวลา ครึ่งชม. ไป",345,23,9558,2478,4,2016-08-01 23:33:14.000000 UTC,2016,8,ejeab
"ภาษาไทยวันละคำวันนี้่ ขอเสนอคำว่า ""ห้องฉุกเฉิน""
ก็ตามชื่อ คือเป็นห้องที่ให้การรักษากับผู้ป่วย
โดยเรียงลำดับจากภาวะฉุกเฉินเร่งด่วนของผู้ป่วยแต่ละคน
เช่น คนไข้หัวแตกมาก็เย็บแผลให้ แต่ระหว่างที่เย็บ
เกิดมีคนไข้หัวใจหยุดเต้นมา จนท ก็จะเฮโลไปช่วยคนที่หัวใจหยุดเต้นก่อน
เพราะหัวใจหยุดเต้น เร่งด่วนกว่าหัวแตก เป็นต้น

หากต้องการรับการรักษาแบบเข้าคิวตามปรกติ
แนะนำให้ไปใช้บริการคลินิคผู้ป่วยนอกในเวลาราชการ ตามปรกติ

ขอบคุณ",415,0,9818,293,1175,2016-08-02 00:07:17.000000 UTC,2016,8,dramaadd
"ภาษิตจีนวันนี้ขอเสนอคำว่า ยอมเป็นหยกแหลกลาญ ไม่ขอเป็นกระเบื้องที่สมบูรณ์

ยุคราชวงศ์เหนือ เสนาบดีเกาหยางกุมอำนาจเบ็ดเสร็จในราชสำนัก
บีบฮ่องเต้ให้สละราชบัลลังค์ ตั้งตนเป็นฮ่องเต้ สถาปนาราชวงศ์เป่ยฉี
 ก่อกรรมทำชั่วจนแผ่นดินลุกเป็นไฟ

เกาหยางต้องการให้บัลลังค์ของตนมั่นคง จึงกวาดล้างราชนิกูลตระกูลหยวน
 อดีตฮ่องเต้ที่โดนเกาหยางล้มล้าง เพิ่อปิดหนทางกลับสู่อำนาจของตระกูลหยวน

ขุนนางชั้นผู้ใหญ่สกุลหยวนรีบประชุมกันภายใน เพื่อหาทางแก้ไขปัญหา
มีคนเสนอว่าให้เปลี่ยนแซ่ จากแซ่หยวนไปใช้แซ่อื่นเพื่อหลบเลี่ยงการถูกฆ่าล้างสกุล

หยวนจิ่งห้าว หนึ่งในอดีตราชนิกูลทักท้วงว่า

ลูกผู้ชายยอมเป็นหยกแหลกลาญ ไม่ขอเป็นกระเบื้องที่สมบูรณ์ 
ยอมตายอย่างกล้าหาญ ดีกว่ามีชีวิตอยู่อย่างอัปยศอดสู 

ต่อมาในภายหลัง คนจีนจึงเอาวลีนี้มาใช้

ในความหมายว่า ยึดหลักอุดมการณ์ของตนอย่างแน่วแน่ 
แม้จนตัวตายก็ไม่ยอมเปลี่ยนแปลง",788,5,2839,129,67,2016-08-02 05:55:41.000000 UTC,2016,8,dramaadd
"สกู๊ป PPTV เรื่องแม่วัยใสนี่ เจ๋งจริงๆว่ะ 
ข้อมูลประกอบครบรอบด้านมาก
พ่อแม่พี่น้องดูสกู๊ปจบแล้วคิดเห็นยังไง มาคุยกันฮะ

เด๋วคลิปรายการออกเมื่อไหร่จะรีบเอามาให้ดูกัล",164,7,2285,40,14,2016-08-02 07:10:05.000000 UTC,2016,8,dramaadd
"ข่าวนี้เบื้องต้นนะ นักข่าวไปสัมภาษณ์เจ้าของปั๊มน้ำมัน
เจ้าของปั๊มน้ำมันยอมรับว่า ตนเป็นเจ้าของเฟซนี้
และเป็นคนโพสประเด็นนี้ลงเพจจริง เพราะทนไม่ได้
ที่เห็นคนแชร์ภาพที่ว่ากันในไลน์ ด่าน้องคนนึงในปั๊มตามที่เห็นในภาพ
ซึ่งมันไปไกลมาก พ่อแม่ของน้องเขาก็เห็น และเสียใจมาก
พร้อมทั้งบอกว่าจะเอาเรื่องกับคนที่ถ่ายภาพลูกสาวของเขา
ไปโพสเสียๆหายๆแบบนี้ให้ถึงที่สุด

ส่วนคนที่เข้าใจว่าเป็นเจ้าของเฟซเนี่ย ทางสื่อกำลังตรวจสอบอยู่
ว่าใช่เจ้าตัวจริงมั้ย ก็ติดตามข่าวกันต่อไป

แต่เรื่องนี้เป็นอุทาหรณ์นะครับสำหรับมนุษย์กล้องทั้งหลาย
ว่าอย่าถ่ายภาพใครไปวิจารณ์เสียๆหายๆแบบนี้ มันเป็นอะไรที่เลวร้ายมาก",581,9,5911,177,92,2016-08-02 09:04:29.000000 UTC,2016,8,dramaadd
".....เอาเป็นว่า กุยังไม่เชื่อละกัน
เพราะคาดหวังกับเรื่องนี้ไว้เยอะ
เด๋ว รอไปดูในโรงดีกว่า",89,11,3388,134,142,2016-08-02 11:49:52.000000 UTC,2016,8,dramaadd
"เรื่องชนแล้วหนีเมื่อวาน สรุปตามนี้ครับ
ไม่มีการชนแล้วหนี เป็นอุบัติเหตุจากลมดูด 
รถคันที่ว่าไม่มีส่วนเกี่ยวข้องแต่ประการใด
ขอแสดงความเสียใจกับครอบครัวผู้เสียชีวิตด้วยฮะ

https://www.facebook.com/peTOUCHso/posts/1370434502985100",227,12,2064,35,745,2016-08-02 12:40:41.000000 UTC,2016,8,dramaadd
"ปุบปับเปิดเพจมา แจกแม่งเลย รอกันมานานนี่

จีช๊อคแท้ ตัวยอดนิยม ดำทอง มือสองกูใส่แล้ว ครั้งเดียว 5555555 

กติกาอ่านดีๆ อ่านนนนนนนนนนนนดีๆ!!!!

เมื่อเช้าเปิดเพลงไทยเพลงหนึ่ง แล้วก็ติดแม่งเลย ไปฟิตเนสก็เปิด ขับรถก็เปิด มาถึงทิ่มงานก็เปิด วนแม่งจนเพื่อนด่า ว่าฟังเหี้ยอะไรอยู่เพลงเดียว

ให้ตอบมาในเม้นของโพสนี้ เท่านั้น หนึ่งคนหนึ่งคำตอบ ตอบมาเกินหนึ่งครั้ง แบนทันที

ถามว่า เพลงอะไร ของวงอะไร ใบ้ว่าเพลงไทย และเป็นวงมีสมาชิกสามคน

ต้องถูกทั้งชื่อเพลง ชื่อวง ผิดตัวอักษรเดียวก็ไม่ได้

มีเวลาครึ่งชม. จะสุ่มเลือกคำตอบที่ถูกต้อง หนึ่งคน รับไป จีช็อคของกูเองหนึ่งเรือนส่งถึงข้อมือ ใส่ให้เองเลย

Go!!!!",595,22,11199,3771,19,2016-08-02 22:01:38.000000 UTC,2016,8,ejeab
"จะ 24 ชม ละ คะแนนรีวิวยังคงที่ คงไม่มีไรพลิกโผละ
แต่กรูก็จะยังไปดูอยู่ดี เพื่อฮาร์ลี่คนเดียวเลยนะเนี่ย <3 <3 <3",111,7,2055,45,32,2016-08-03 07:13:25.000000 UTC,2016,8,dramaadd
"สาวๆที่อยากผ่าเสริมอึ๋ม เห็นข่าวนี้ไม่ต้องตกใจ
ข่าวปลอม จากสำนักข่าวปลอม เพจปลอม แต่ไวรัสมีจริง เจ้าเก่าครับ
ส่วนเนื้อหาในข่าวนี่แม่งแอบอ้างและมั่วซั่วหม้ดดดดดดดด

รายละเอียดสามารถดูจากที่แพทย์ของศิริราชอธิบายในสเตตัสนี้ เกี่ยวกับเรื่องความปลอดภัยในการผ่าเสริมอึ๋มในปัจจุบัน ลองไปอ่านกันดูคนับ

https://www.facebook.com/fightforbreast/posts/1757361141148428?__mref=message_bubble",379,12,1333,22,57,2016-08-03 12:42:58.000000 UTC,2016,8,dramaadd
"ผ้าบัฟ 1 ผืน ให้คนที่ชื่อเฟซ ชื่อเฟซนะอีดอก กูไม่สนชื่อจริงชื่อเล่นมึง ชื่อเฟซเท่านั้น

มีตัว m p y สามตัวครบในชื่อเฟซมึง อย่างละกี่ตัวก็ได้ แต่ต้องมีครบสามตัว
เม้นมา
ไม่ต้องสะเหร่อ อินบ็อกซ์มา ไม่ตอบ",200,0,7623,1668,9,2016-08-04 00:58:31.000000 UTC,2016,8,ejeab
